Measurement number,HART-14,HART-15,HART-13,HART-12,HART-16,HART-17,HART-18,HART-19,JACK-11,JACK-22,JACK-24,JACK-25,JACK-31,JACK-33,JACK-34,JACK-35,Elson-23-1,Elson-23-2,Elson-23-3,Elson-26-4,Elson-24-4,Elson-26-2,Elson-23-5,Elson-24-2,Elson-24-3,Elson-24-5,Elson-26-1,Elson-26-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,0.7083587,0.7090521,0.7088618,0.7093832,0.7090638,0.7075299,0.7088344,0.7080803,0.7097661,0.7090613,0.7079277,0.7087945,0.7095383,0.7082040,0.7094981,0.7086252,0.7100393,0.7084754,0.7048588,0.7088427,0.7081876,0.7081934,0.7093591,0.7079717,0.7083453,0.7083982,0.7096897,0.7090397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0.7098371,0.7085141,0.7085889,0.7092312,0.7100460,0.7083764,0.7073391,0.7075759,0.7091350,0.7092015,0.7090103,0.7086689,0.7089723,0.7071535,0.7096532,0.7095118,0.7097709,0.7087365,0.7131438,0.7090818,0.7086300,0.7085470,0.7084952,0.7083203,0.7090070,0.7087912,0.7087518,0.7095617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.7100452,0.7090582,0.7093382,0.7084366,0.7098300,0.7087377,0.7087956,0.7079772,0.7090239,0.7092753,0.7083518,0.7081913,0.7091097,0.7095029,0.7091859,0.7094502,0.7098417,0.7094023,0.7053579,0.7094244,0.7087033,0.7084576,0.7096282,0.7125702,0.7083582,0.7094040,0.7091061,0.7090160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,0.7102774,0.7080105,0.7089886,0.7088134,0.7095435,0.7081624,0.7088671,0.7068276,0.7096878,0.7083699,0.7083143,0.7085412,0.7085124,0.7082393,0.7091058,0.7090333,0.7103666,0.7090798,0.7027774,0.7087172,0.7077743,0.7087806,0.7086886,0.7086625,0.7091189,0.7088257,0.7088048,0.7077762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0.7107615,0.7092631,0.7090041,0.7088791,0.7099540,0.7079697,0.7079860,0.7080800,0.7089730,0.7088249,0.7078243,0.7098864,0.7086311,0.7087190,0.7089262,0.7085547,0.7101248,0.7088024,0.7053184,0.7089599,0.7086238,0.7085037,0.7088356,0.7074831,0.7090019,0.7085920,0.7089593,0.7084730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0.7095834,0.7086871,0.7098238,0.7087489,0.7099353,0.7080065,0.7081674,0.7079234,0.7079763,0.7094947,0.7077789,0.7093280,0.7093102,0.7090045,0.7087285,0.7089075,0.7091866,0.7073004,0.7091603,0.7088894,0.7089467,0.7082427,0.7098925,0.7086556,0.7088002,0.7083599,0.7084619,0.7084875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,0.7091033,0.7081256,0.7088797,0.7088189,0.7101120,0.7073865,0.7084635,0.7078191,0.7071786,0.7082007,0.7087032,0.7083815,0.7102630,0.7085188,0.7095886,0.7079130,0.7091583,0.7086441,0.7133827,0.7090527,0.7080944,0.7081616,0.7097495,0.7076573,0.7097513,0.7081646,0.7088097,0.7092333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0.7093671,0.7090046,0.7090790,0.7080808,0.7095360,0.7080598,0.7085958,0.7078710,0.7093808,0.7091940,0.7094114,0.7089101,0.7092831,0.7090185,0.7099815,0.7087641,0.7107998,0.7086291,0.7120311,0.7095558,0.7087893,0.7082159,0.7084732,0.7085231,0.7083295,0.7086806,0.7082260,0.7087115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,0.7094793,0.7090571,0.7103825,0.7101257,0.7099007,0.7081270,0.7083382,0.7075308,0.7090474,0.7100108,0.7085948,0.7094812,0.7088687,0.7081062,0.7088937,0.7076461,0.7097405,0.7085202,0.7121809,0.7090169,0.7082564,0.7093458,0.7085428,0.7086727,0.7085879,0.7083020,0.7093231,0.7086363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0.7090614,0.7088266,0.7086768,0.7095945,0.7094886,0.7086465,0.7080149,0.7071864,0.7087400,0.7087764,0.7086479,0.7084526,0.7088854,0.7083459,0.7093170,0.7093572,0.7103955,0.7095780,0.6973152,0.7089723,0.7086723,0.7081231,0.7085095,0.7082502,0.7084583,0.7081237,0.7093466,0.7086038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0.7098412,0.7092757,0.7092751,0.7105913,0.7102510,0.7078926,0.7076417,0.7074244,0.7081817,0.7088559,0.7085706,0.7095422,0.7093526,0.7092532,0.7090116,0.7088052,0.7103520,0.7089543,0.7070314,0.7096733,0.7084683,0.7093532,0.7095324,0.7085899,0.7088519,0.7094484,0.7102557,0.7079954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,0.7095118,0.7090312,0.7092765,0.7087512,0.7094683,0.7087791,0.7095063,0.7083998,0.7091636,0.7092803,0.7091379,0.7081531,0.7082648,0.7081207,0.7083764,0.7097088,0.7098644,0.7091924,0.7101562,0.7079505,0.7089810,0.7083568,0.7090861,0.7079558,0.7086513,0.7080428,0.7080746,0.7081774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0.7098736,0.7105137,0.7092342,0.7089872,0.7093579,0.7081987,0.7082279,0.7071615,0.7055102,0.7087311,0.7087313,0.7098312,0.7092985,0.7088471,0.7084188,0.7082696,0.7094117,0.7082797,0.7094279,0.7092068,0.7081862,0.7083168,0.7092815,0.7082578,0.7089781,0.7081595,0.7100906,0.7067006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0.7088077,0.7089427,0.7094348,0.7092295,0.7095933,0.7089352,0.7090919,0.7086364,0.7098079,0.7092819,0.7084955,0.7080746,0.7086292,0.7080691,0.7093725,0.7089143,0.7103622,0.7083119,0.7090122,0.7097515,0.7088136,0.7083907,0.7082992,0.7087305,0.7088074,0.7081217,0.7089570,0.7079258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.7096501,0.7093418,0.7088749,0.7092261,0.7118412,0.7079708,0.7090705,0.7082729,0.7092573,0.7085241,0.7087579,0.7081353,0.7090642,0.7082444,0.7100227,0.7084575,0.7100744,0.7091493,0.7113746,0.7088588,0.7079009,0.7094037,0.7086708,0.7085628,0.7080836,0.7090016,0.7097114,0.7082898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,0.7093837,0.7088524,0.7082567,0.7100311,0.7097920,0.7084567,0.7084917,0.7076702,0.7084031,0.7094746,0.7090278,0.7073883,0.7098501,0.7076453,0.7094953,0.7093823,0.7088002,0.7084010,0.7093036,0.7079289,0.7085887,0.7088170,0.7101428,0.7092571,0.7090366,0.7076792,0.7086274,0.7073073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,0.7091480,0.7092768,0.7093189,0.7097954,0.7101413,0.7082033,0.7090687,0.7073992,0.7085991,0.7089919,0.7084864,0.7079376,0.7092638,0.7085674,0.7092501,0.7089497,0.7090954,0.7081968,0.7089295,0.7092125,0.7086495,0.7089958,0.7097895,0.7094293,0.7087650,0.7082980,0.7090769,0.7093757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0.7090383,0.7095281,0.7096368,0.7093743,0.7097079,0.7079088,0.7080145,0.7083042,0.7087323,0.7081867,0.7087463,0.7078099,0.7101437,0.7077942,0.7094969,0.7085876,0.7093818,0.7082396,0.7103195,0.7082092,0.7083801,0.7083640,0.7090055,0.7075925,0.7095462,0.7080983,0.7093827,0.7080497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0.7102892,0.7078791,0.7097147,0.7086969,0.7101311,0.7083420,0.7083715,0.7087510,0.7088743,0.7094355,0.7084133,0.7088880,0.7091734,0.7085195,0.7086053,0.7093952,0.7089252,0.7104788,0.7078032,0.7083207,0.7143675,0.7088953,0.7085192,0.7095018,0.7091419,0.7083763,0.7095482,0.7087573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,0.7085733,0.7093430,0.7090210,0.7098006,0.7100115,0.7103315,0.7094504,0.7072605,0.7091146,0.7084891,0.7086978,0.7098675,0.7096063,0.7079519,0.7085995,0.7080690,0.7093524,0.7093249,0.7109220,0.7094226,0.7086744,0.7092709,0.7088082,0.7085477,0.7077733,0.7086396,0.7096125,0.7086075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0.7093977,0.7085270,0.7105812,0.7098553,0.7097620,0.7085044,0.7086759,0.7074977,0.7098417,0.7095735,0.7091052,0.7084814,0.7089187,0.7087309,0.7092369,0.7112191,0.7104420,0.7081016,0.7075340,0.7079939,0.7088373,0.7079222,0.7086678,0.7091203,0.7091447,0.7093451,0.7093851,0.7095167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,0.7096080,0.7096450,0.7083829,0.7101266,0.7097813,0.7078787,0.7094427,0.7075694,0.7096502,0.7090555,0.7085285,0.7082564,0.7100964,0.7081184,0.7097343,0.7090653,0.7091964,0.7092851,0.7081565,0.7081955,0.7087644,0.7086079,0.7090823,0.7087889,0.7094731,0.7085057,0.7087595,0.7078990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,0.7100426,0.7100553,0.7090119,0.7085183,0.7094380,0.7087427,0.7080609,0.7084417,0.7098458,0.7071455,0.7086928,0.7083953,0.7105540,0.7086622,0.7087458,0.7099381,0.7093710,0.7085702,0.7112715,0.7093424,0.7075546,0.7083431,0.7090858,0.7091286,0.7092873,0.7083682,0.7089054,0.7085416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,0.7094623,0.7084937,0.7093091,0.7100819,0.7093372,0.7081958,0.7085353,0.7072067,0.7093273,0.7084185,0.7091571,0.7093040,0.7093631,0.7085575,0.7089759,0.7093274,0.7085445,0.7090959,0.7104967,0.7104220,0.7082766,0.7083887,0.7089172,0.7063714,0.7094733,0.7077996,0.7086037,0.7089940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0.7100053,0.7099389,0.7088363,0.7058829,0.7092843,0.7092634,0.7077066,0.7079975,0.7090348,0.7092201,0.7091124,0.7084992,0.7086400,0.7086875,0.7084263,0.7090016,0.7095541,0.7083299,0.7109713,0.7083272,0.7082062,0.7086082,0.7087839,0.7084670,0.7091756,0.7075494,0.7055876,0.7075920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0.7090416,0.7088236,0.7095478,0.7095568,0.7099052,0.7089103,0.7090763,0.7062662,0.7087332,0.7094303,0.7087849,0.7078429,0.7094644,0.7087207,0.7092434,0.7098529,0.7083788,0.7085162,0.7102476,0.7078950,0.7084901,0.7082163,0.7088246,0.7100385,0.7094914,0.7088113,0.7095919,0.7079105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0.7090124,0.7090069,0.7090527,0.7087295,0.7093887,0.7083944,0.7085837,0.7093313,0.7095222,0.7085396,0.7081218,0.7080603,0.7092683,0.7071826,0.7086917,0.7094426,0.7089707,0.7087994,0.7089183,0.7087439,0.7084925,0.7087904,0.7091150,0.7092246,0.7089394,0.7085579,0.7086302,0.7074666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0.7094945,0.7106919,0.7104841,0.7087123,0.7095292,0.7085749,0.7082730,0.7071001,0.7096931,0.7090623,0.7090294,0.7102028,0.7097482,0.7095684,0.7082822,0.7088386,0.7084938,0.7084393,0.7090233,0.7077910,0.7091376,0.7085450,0.7091928,0.7090881,0.7084848,0.7084228,0.7096240,0.7082860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,0.7091050,0.7090805,0.7092588,0.7092042,0.7097347,0.7086637,0.7076293,0.7066091,0.7090260,0.7089215,0.7082470,0.7093051,0.7081866,0.7086412,0.7075209,0.7074505,0.7110921,0.7091128,0.7098182,0.7086340,0.7080878,0.7084599,0.7082000,0.7086946,0.7094024,0.7087354,0.7093798,0.7086807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0.7097664,0.7084006,0.7094334,0.7091091,0.7099024,0.7087535,0.7082898,0.7075143,0.7096374,0.7100746,0.7091479,0.7082855,0.7108026,0.7083151,0.7092115,0.7096069,0.7090581,0.7092224,0.7065460,0.7090961,0.7088373,0.7086206,0.7075240,0.7083281,0.7087720,0.7086181,0.7088420,0.7085634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,0.7096555,0.7094998,0.7099887,0.7100421,0.7095724,0.7079714,0.7083420,0.7049808,0.7084015,0.7087331,0.7087608,0.7082350,0.7094165,0.7083689,0.7088504,0.7179490,0.7091058,0.7077552,0.7083258,0.7081320,0.7084893,0.7089637,0.7091648,0.7089297,0.7086520,0.7078996,0.7092800,0.7081906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,0.7086794,0.7096422,0.7079858,0.7090053,0.7089576,0.7086789,0.7101850,0.7085178,0.7089371,0.7084400,0.7088904,0.7086577,0.7090342,0.7085568,0.7087020,0.7094139,0.7083933,0.7086635,0.7132406,0.7080391,0.7086099,0.7083926,0.7082991,0.7087964,0.7088627,0.7089355,0.7076321,0.7088381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0.7092101,0.7090913,0.7092892,0.7098239,0.7088397,0.7089252,0.7086625,0.7090400,0.7077613,0.7086461,0.7084450,0.7093610,0.7087003,0.7079509,0.7088659,0.7087483,0.7096597,0.7088547,0.7089309,0.7087881,0.7091951,0.7086512,0.7085825,0.7090240,0.7087172,0.7074531,0.7094260,0.7079996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0.7096614,0.7104827,0.7104148,0.7099023,0.7095512,0.7080826,0.7075518,0.7080053,0.7091243,0.7096528,0.7085174,0.7098890,0.7094788,0.7088382,0.7085918,0.7091119,0.7093114,0.7093466,0.7036717,0.7085294,0.7097157,0.7080043,0.7083836,0.7092375,0.7087285,0.7082543,0.7093303,0.7086981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0.7090887,0.7090869,0.7092069,0.7090912,0.7090773,0.7090252,0.7091151,0.7074713,0.7090406,0.7094770,0.7089366,0.7087424,0.7085633,0.7081850,0.7086204,0.7087112,0.7094197,0.7090198,0.7098209,0.7091198,0.7084467,0.7081347,0.7074442,0.7087098,0.7082559,0.7088581,0.7088814,0.7087766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0.7092242,0.7097965,0.7093251,0.7091742,0.7096160,0.7089156,0.7070880,0.7079297,0.7092731,0.7094761,0.7083578,0.7095434,0.7103773,0.7083045,0.7072055,0.7082510,0.7095894,0.7083026,0.7106184,0.7086746,0.7089582,0.7088654,0.7082993,0.7094961,0.7088495,0.7080847,0.7093003,0.7088250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0.7089112,0.7089016,0.7094678,0.7101353,0.7088783,0.7089196,0.7086706,0.7080146,0.7084230,0.7085838,0.7088753,0.7086826,0.7089236,0.7087330,0.7091362,0.7083203,0.7089306,0.7085598,0.7109463,0.7084623,0.7083365,0.7081304,0.7089807,0.7087655,0.7088858,0.7085033,0.7084518,0.7083065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0.7095255,0.7090966,0.7095514,0.7097896,0.7101500,0.7088861,0.7074361,0.7081430,0.7088219,0.7082767,0.7093530,0.7079594,0.7097890,0.7083555,0.7086756,0.7099761,0.7099441,0.7087317,0.7141274,0.7077601,0.7084200,0.7089623,0.7087337,0.7088019,0.7085093,0.7066622,0.7087216,0.7086052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0.7096764,0.7100766,0.7085404,0.7105634,0.7100527,0.7088889,0.7081247,0.7072935,0.7092278,0.7088055,0.7092975,0.7093721,0.7093344,0.7085407,0.7083286,0.7084669,0.7102691,0.7086826,0.7109211,0.7082621,0.7086501,0.7082773,0.7091671,0.7090896,0.7086778,0.7086121,0.7096452,0.7086355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0.7086697,0.7092397,0.7094094,0.7096370,0.7084986,0.7085870,0.7086943,0.7059317,0.7093102,0.7094174,0.7087699,0.7093237,0.7087497,0.7089934,0.7092374,0.7091280,0.7083733,0.7087719,0.7020412,0.7091029,0.7088624,0.7080684,0.7099810,0.7095340,0.7084033,0.7090688,0.7094068,0.7086160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,0.7096417,0.7111641,0.7083898,0.7092915,0.7088066,0.7081932,0.7092100,0.7066190,0.7089249,0.7095586,0.7086003,0.7082383,0.7102861,0.7084812,0.7083177,0.7092188,0.7094852,0.7088469,0.7093057,0.7081032,0.7096359,0.7087632,0.7097922,0.7085422,0.7082163,0.7077131,0.7087484,0.7074510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0.7092292,0.7101219,0.7096358,0.7090774,0.7097725,0.7093690,0.7072810,0.7080377,0.7095666,0.7088674,0.7087186,0.7080431,0.7092440,0.7080240,0.7095013,0.7089574,0.7083232,0.7086627,0.7102664,0.7082129,0.7088516,0.7085105,0.7089440,0.7070813,0.7100625,0.7079354,0.7090246,0.7085051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,0.7092315,0.7084908,0.7089060,0.7099220,0.7095726,0.7087143,0.7089466,0.7079749,0.7086133,0.7082323,0.7091067,0.7076672,0.7091451,0.7089892,0.7082469,0.7077244,0.7084457,0.7091627,0.7101903,0.7083147,0.7087692,0.7083595,0.7090590,0.7094246,0.7095011,0.7078901,0.7088143,0.7074764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0.7094272,0.7101245,0.7097047,0.7102914,0.7092290,0.7087864,0.7078934,0.7075631,0.7085615,0.7092080,0.7095475,0.7090203,0.7088329,0.7088591,0.7088063,0.7095577,0.7085943,0.7084978,0.7098935,0.7081643,0.7089524,0.7082277,0.7086798,0.7090161,0.7078377,0.7090784,0.7098592,0.7077036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,0.7094998,0.7094958,0.7091311,0.7100688,0.7095081,0.7077201,0.7085543,0.7109138,0.7088637,0.7095359,0.7086486,0.7088099,0.7101315,0.7084071,0.7095351,0.7126212,0.7092195,0.7086241,0.7102831,0.7083750,0.7082010,0.7089901,0.7092863,0.7088323,0.7095384,0.7079022,0.7089019,0.7080635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0.7098610,0.7098517,0.7089843,0.7095464,0.7098738,0.7088467,0.7087342,0.7103562,0.7085692,0.7092605,0.7093282,0.7097506,0.7103498,0.7082133,0.7092273,0.7097882,0.7097791,0.7089304,0.7081071,0.7078916,0.7092824,0.7078566,0.7087261,0.7096681,0.7092261,0.7084906,0.7082466,0.7085214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,0.7091337,0.7093152,0.7095179,0.7087543,0.7098685,0.7094824,0.7081179,0.7081998,0.7095738,0.7088655,0.7085876,0.7091674,0.7090423,0.7085238,0.7098005,0.7093155,0.7087277,0.7088604,0.7072519,0.7083467,0.7091199,0.7083527,0.7095340,0.7086795,0.7091592,0.7155357,0.7090571,0.7081588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0.7088606,0.7091627,0.7090820,0.7105245,0.7097194,0.7086040,0.7078449,0.7075561,0.7084533,0.7087791,0.7085381,0.7081391,0.7095008,0.7079576,0.7082951,0.7083162,0.7088682,0.7093654,0.7106778,0.7078128,0.7097806,0.7082932,0.7087336,0.7089170,0.7100863,0.7080333,0.7095023,0.7073501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0.7094282,0.7104176,0.7088947,0.7090981,0.7098355,0.7088842,0.7089747,0.7083513,0.7092429,0.7085914,0.7090617,0.7086496,0.7094023,0.7087392,0.7097247,0.7092220,0.7089969,0.7098172,0.7093854,0.7076284,0.7084587,0.7079643,0.7095075,0.7095391,0.7091098,0.7078811,0.7088211,0.7085988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0.7103192,0.7094580,0.7090236,0.7094637,0.7090346,0.7083764,0.7078215,0.7082074,0.7090083,0.7094355,0.7085140,0.7085154,0.7083811,0.7084152,0.7081992,0.7087642,0.7092957,0.7098607,0.7094642,0.7080705,0.7094501,0.7091093,0.7090713,0.7093436,0.7086016,0.7078583,0.7094239,0.7074458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0.7093886,0.7105817,0.7083638,0.7095348,0.7097839,0.7087717,0.7083138,0.7079285,0.7088738,0.7089878,0.7088306,0.7090520,0.7087774,0.7086678,0.7091404,0.7081184,0.7083285,0.7089654,0.7100501,0.7088655,0.7093779,0.7076811,0.7097602,0.7095619,0.7089655,0.7079692,0.7085735,0.7082871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.7091692,0.7087586,0.7092324,0.7087359,0.7090934,0.7069630,0.7074140,0.7095250,0.7088501,0.7086989,0.7091850,0.7087004,0.7088829,0.7072530,0.7088419,0.7090688,0.7090019,0.7091819,0.7099473,0.7078043,0.7086654,0.7082877,0.7090441,0.7088860,0.7080206,0.7085341,0.7094013,0.7082285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.7088073,0.7095337,0.7089248,0.7101902,0.7105706,0.7086090,0.7083586,0.7088976,0.7095394,0.7092482,0.7085604,0.7078318,0.7073815,0.7077415,0.7089140,0.7085543,0.7092625,0.7099239,0.7117633,0.7077065,0.7088876,0.7068079,0.7093327,0.7089805,0.7082200,0.7081372,0.7096852,0.7091242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
